word,sentiment
kemurungan,negative
kemustahilan,negative
kemusyrikan,negative
kenajisan,negative
kenakalan,negative
kendala,negative
kenekatan,negative
kenestapaan,negative
kengerian,negative
kenistaan,negative
kentut,negative
keonaran,negative
kepailitan,negative
kepalsuan,negative
kepanasan,negative
kepandiran,negative
kepanikan,negative
keparat,negative
kepayahan,negative
kepedihan,negative
kepelitan,negative
kepicikan,negative
kepincangan,negative
kepongahan,negative
kepura-puraan,negative
keracunan,negative
keraguan,negative
kerakusan,negative
kerampokan,negative
kerancuan,negative
kerapuhan,negative
kerawanan,negative
kerdurjanaan,negative
kerentanan,negative
kerepotan,negative
keresahan,negative
keretakan,negative
kerewelan,negative
keributan,negative
kericuhan,negative
kerisauan,negative
kerontang,negative
keropos,negative
keroyok,negative
keroyokan,negative
kerugian,negative
kerumitan,negative
keruntuhan,negative
kerunyaman,negative
kerusakan,negative
kerusuhan,negative
keruwetan,negative
kesablengan,negative
kesadisan,negative
kesadisannya,negative
kesakitan,negative
kesal,negative
kesalahan,negative
kesambet,negative
kesandung,negative
kesangsian,negative
kesasar,negative
kesewenang-wenangan,negative
kesia-siaan,negative
kesialan,negative
kesiangan,negative
kesimpangsiuran,negative
kesinisan,negative
kesintingan,negative
kesirikan,negative
kesleboran,negative
kesombongan,negative
kesorean,negative
kestagnanan,negative
kesukaran,negative
kesulitan,negative
kesuraman,negative
kesurupan,negative
kesusahan,negative
kesyirikan,negative
ketakaburan,negative
ketakutan,negative
ketamakan,negative
ketar-ketir,negative
ketegangan,negative
keterbatasan,negative
ketergantungan,negative
ketergesa-gesaan,negative
keterlaluan,negative
keterlambatan,negative
keterpaksaan,negative
ketersiksaan,negative
ketertindasan,negative
ketertinggalan,negative
keteter,negative
keteteran,negative
ketidakefisienan,negative
ketidakpastian,negative
ketidakpercayaan,negative
ketiduran,negative
ketimbang,negative
ketimpangan,negative
ketinggalan,negative
ketipu,negative
ketololan,negative
ketuaan,negative
ketularan,negative
ketumpangtindihan,negative
ketus,negative
kewalahan,negative
kezaliman,negative
khalwat,negative
khawatir,negative
khawatirkan,negative
khianat,negative
khilaf,negative
kiamat,negative
kibul,negative
kikir,negative
kilah,negative
kisruh,negative
klepto,negative
kleptomania,negative
klise,negative
koar,negative
kocar-kacir,negative
kok,negative
kolaps,negative
koloni,negative
kolonial,negative
kolonialisme,negative
kolonis,negative
kolot,negative
kolusi,negative
komat-kamit,negative
komplain,negative
kompleks,negative
komplikasi,negative
komplotan,negative
komunis,negative
konflik,negative
konfrontasi,negative
kongkalikong,negative
konspirasi,negative
konspiratif,negative
konsumtif,negative
kontaminasi,negative
kontra,negative
kontradiksi,negative
kontradiktif,negative
kontraproduktif,negative
kontroversi,negative
kontroversial,negative
korban,negative
korupsi,negative
koruptor,negative
kotor,negative
kout,negative
kriminal,negative
kriminalis,negative
kriminalisasi,negative
kriminalitas,negative
krisis,negative
kritik,negative
kritis,negative
kroni,negative
kronis,negative
krusial,negative
kualat,negative
kuatir,negative
kudeta,negative
kufur,negative
kufur nikmat,negative
kumal,negative
kuman,negative
kumel,negative
kumuh,negative
kungkung,negative
kusta,negative
kusut,negative
kutu,negative
kutuk,negative
kutukan,negative
labil,negative
labrak,negative
lacur,negative
laknat,negative
lalai,negative
lalim,negative
lama,negative
lamban,negative
lambat,negative
lancang,negative
langgar-melanggar,negative
lara,negative
layu,negative
ledek,negative
leha-leha,negative
lelah,negative
lelet,negative
lemah,negative
lemas,negative
lemes,negative
lengah,negative
lengser,negative
lenyap,negative
lesbi,negative
lesbian,negative
lesu,negative
letih,negative
letoi,negative
liar,negative
licik,negative
limbah,negative
limbung,negative
ling-lung,negative
lintah darat,negative
lirih,negative
longsor,negative
lontang-lantung,negative
lonte,negative
loyo,negative
luka,negative
luluh lantak,negative
lumpuh,negative
lunta,negative
luntang-lantung,negative
lupa,negative
lusuh,negative
mabuk,negative
mabuk-mabukan,negative
macet,negative
madat,negative
madharat,negative
mafia,negative
mahal,negative
main-main,negative
makar,negative
maki,negative
makian,negative
makruh,negative
maksiat,negative
mala,negative
malapetaka,negative
malaprakt2k,negative
malapraktik,negative
malas,negative
maling,negative
malnutrisi,negative
malpraktek,negative
malpraktik,negative
mamandekkan,negative
mamasygulkan,negative
mampus,negative
mana ada,negative
mandek,negative
mandul,negative
manghantam,negative
mangkel,negative
mangkir,negative
mangu,negative
maniak,negative
manipulasi,negative
manipulatif,negative
manipulator,negative
marah,negative
marah-marah,negative
masa bodoh,negative
masai,negative
masalah,negative
masam,negative
masgul,negative
masokhis,negative
masokis,negative
masygul,negative
materialis,negative
materialisme,negative
materialistis,negative
matre,negative
mayat,negative
melabrak,negative
melacur,negative
melacurkan,negative
melaknat,negative
melalaikan,negative
melambat,negative
melambat-lambatkan,negative
melambatkan,negative
melanda,negative
melanggar,negative
melantur,negative
melarang,negative
melarat,negative
melarikan,negative
melas,negative
melebih-lebihkan,negative
melecehkan,negative
meledak,negative
meledakkan,negative
meledek,negative
meledeki,negative
melelahkan,negative
melemah,negative
melemahkan,negative
melengahkan,negative
melengos,negative
melenyapkan,negative
melepuh,negative
melewati batas,negative
melindas,negative
melintir,negative
melompong,negative
melongo,negative
melucuti,negative
meludah,negative
meludahi,negative
melukai,negative
meluluhlantakkan,negative
melumpuhkan,negative
melupakan,negative
memaki,negative
memaksa,negative
memaksa-maksa,negative
memaksakan,negative
memalak,negative
memalaki,negative
memalingkan,negative
memalsukan,negative
memalukan,negative
memanas-manasi,negative
memandulkan,negative
memanipulasi,negative
memantati,negative
memarahi,negative
memasung,negative
membacok,negative
membahayakan,negative
membalas dendam,negative
membandel,negative
membanding-bandingkan,negative
membangkang,negative
membangkrutkan,negative
membanjiri,negative
membantah,negative
membatalkan,negative
membatasi,negative
membebankan,negative
membeberkan,negative
membekas,negative
membelenggu,negative
membelit,negative
membentur,negative
memberatkan,negative
memberhentikan,negative
memberondong,negative
membiaskan,negative
memblokir,negative
membocorkan,negative
membodohi,negative
membohongi,negative
membolos,negative
membom,negative
membombardir,negative
membosankan,negative
membual,negative
membuang,negative
membuang-buang waktu,negative
membuat-buat,negative
membungkam,negative
membunuh,negative
memburuk,negative
membusuk,negative
membutakan,negative
membuyarkan,negative
memecah belah,negative
memecah-belah,negative
memecahbelahkan,negative
memecat,negative
memekakkan,negative
memelas,negative
memeloroti,negative
memfitnah,negative
memforsir,negative
memidanakan,negative
memilukan,negative
meminta-minta,negative
memiskinkan,negative
memojokkan,negative
memonopoli,negative
memorak-porandakan,negative
memoroti,negative
memperbodoh,negative
memperbudak,negative
memperburuk,negative
memperbuyar,negative
memperdaya,negative
mempergunjingkan,negative
memperkosa,negative
memperlama,negative
memperlamban,negative
memperlambat,negative
memperlemah,negative
mempermasalahkan,negative
memperolok-olok,negative
memperolok-olokkan,negative
memperparah,negative
mempersadis,negative
mempersakit,negative
mempersalahkan,negative
mempersoalkan,negative
mempersukar,negative
mempersulit,negative
mempersura,negative
mempersuram,negative
mempersusah,negative
mempertakut,negative
mempertaruhkan,negative
mempertengkarkan,negative
memperumit,negative
memperusuh,negative
mempreteli,negative
memprihatinkan,negative
mempropaganda,negative
mempropagandakan,negative
memprotes,negative
memprovokasi,negative
memukul,negative
memukuli,negative
memulangkan,negative
memundurkan,negative
memunggungkan,negative
memungkari,negative
memungkiri,negative
memuntahkan,negative
memupuskan,negative
memuram,negative
memurkai,negative
memurtadkan,negative
memusingkan,negative
memusnahkan,negative
memusuhi,negative
memutarbalikkan,negative
menabrak,negative
menafikan,negative
menagih,negative
menakut-nakuti,negative
menakuti,negative
menalak,negative
menampar,negative
menangis,negative
menangisi,negative
menarikturunkan,negative
mencabik-cabik,negative
mencabuli,negative
mencaci,negative
mencaci maki,negative
mencak,negative
mencak-mencak,negative
mencalimi,negative
mencampakkan,negative
mencampur aduk,negative
mencampuradukkan,negative
mencancu,negative
mencaplok,negative
mencari kesalahan,negative
mencari muka,negative
mencari-cari kesalahan,negative
mencatut,negative
mencecar,negative
mencederai,negative
mencekam,negative
mencekcoki,negative
mencekik,negative
mencela,negative
mencelakai,negative
mencelakakan,negative
mencemari,negative
mencemaskan,negative
mencemburui,negative
mencerca,negative
mencibir,negative
mencolong,negative
mencontek,negative
mencopet,negative
mencopot,negative
mencoreng,negative
mencret,negative
mencuci otak,negative
mencuci uang,negative
menculik,negative
mencurangi,negative
mencuri,negative
mencurigai,negative
mencurigakan,negative
mendadak,negative
mendaifkan,negative
mendalangi,negative
mendamprat,negative
mendekam,negative
mendendam,negative
mendengki,negative
mendepak,negative
mendeportasi,negative
menderita,negative
mendesak,negative
mendhalimi,negative
mendholimi,negative
mendiskreditkan,negative
mendiskriminasi,negative
mendiskriminasikan,negative
mendiskualifikasi,negative
mendiskualifikasikan,negative
mendobrak,negative
mendompleng,negative
mendongkol,negative
mendongkolkan,negative
mendua,negative
menduakan,negative
menduga-duga,negative
mendukuni,negative
mendurhakai,negative
mendustai,negative
mendustakan,negative
mendzalimi,negative
menegatifkan,negative
menelanjangi,negative
menelantarkan,negative
menembak,negative
menembaki,negative
menempeleng,negative
menentang,negative
meneror,negative
menertawai,negative
menertawakan,negative
menewaskan,negative
mengabaikan,negative
mengaburkan,negative
mengacak-acak,negative
mengacau,negative
mengacaubalaukan,negative
mengacaukan,negative
mengadili,negative
mengadu domba,negative
mengafirkan,negative
mengais,negative
mengakhiri,negative
mengambinghitamkan,negative
mengancam,negative
menganggur,negative
mengarut,negative
mengasari,negative
mengata-ngatai,negative
mengatai,negative
mengebiri,negative
mengecam,negative
mengecewakan,negative
mengecilkan hati,negative
mengecoh,negative
mengekakng,negative
mengekang,negative
mengeksploitasi,negative
mengekspos,negative
mengelabui,negative
mengelak,negative
mengelakkan,negative
mengeluh,negative
mengeluhkan,negative
mengemis,negative
mengemplang,negative
mengenaskan,negative
mengentengkan,negative
mengerang,negative
mengerangkeng,negative
mengerdilkan,negative
mengerecoki,negative
mengerikan,negative
mengeritik,negative
mengernyit,negative
mengernyitkan,negative
mengeroyok,negative
mengeruhkan,negative
mengesalkan,negative
mengesampingkan,negative
mengeyel,negative
menggampangkan,negative
mengganas,negative
menggandakan uang,negative
mengganggu,negative
mengganggu gugat,negative
mengganjal,negative
menggasab,negative
menggasak,negative
menggauli,negative
menggawat,negative
menggebuki,negative
menggedor,negative
menggegerkan,negative
menggelandang,negative
menggelapkan,negative
menggelepar,negative
menggelisahkan,negative
menggembar-gemborkan,negative
menggentayangi,negative
menggerayangi,negative
menggerebek,negative
menggerepe,negative
menggerogoti,negative
menggertak,negative
menggerutu,negative
menggila,negative
menggondol,negative
menggorok,negative
menggosipkanmenggrecoki,negative
menggugat,negative
menggulingkan,negative
mengguna-guna,negative
mengguna-gunai,negative
menggunduli,negative
menggunjing,negative
menggunjingkan,negative
menggusur,negative
menghabisi,negative
menghajar,negative
menghakimi,negative
menghalang-halangi,negative
menghalangi,negative
menghambat,negative
menghambur-hamburkan,negative
menghamburkan,negative
menghancurkan,negative
menghancurleburkan,negative
menghanguskan,negative
menghantui,negative
menghardik,negative
menghasut,negative
mengherankan,negative
menghilang,negative
menghilangkan,negative
menghina,negative
menghujat,negative
mengibuli,negative
mengidap,negative
mengimitasi,negative
menginfeksi,negative
mengingkari,negative
menginjak,negative
menginjak-injak,negative
mengintil,negative
mengintimidasi,negative
mengisolasi,negative
mengisolasikan,negative
mengkhawatirkan,negative
mengkhianati,negative
mengkritik,negative
mengkudeta,negative
mengobrak-abrik,negative
mengoceh,negative
mengolok-olok,negative
mengombang ambing,negative
mengombangambingkan,negative
mengomel,negative
mengomeli,negative
mengompori,negative
mengontaminasi,negative
mengoplos,negative
mengorbankan,negative
mengorup,negative
mengorupsi,negative
mengotori,negative
mengoyak,negative
mengoyak-oyak,negative
mengoyak-oyakkan,negative
mengucilkan,negative
mengudeka,negative
mengudeta,negative
mengufurkan,negative
mengulur,negative
mengulur-ulur,negative
mengumbar,negative
mengumpat,negative
mengungkung,negative
menguntit,negative
mengurungkan,negative
mengusik,negative
mengusir,negative
mengutuk,negative
mengutuki,negative
meniduri,negative
menihilkan,negative
menikam,negative
menilap,negative
menilep,negative
menimpa,negative
menindas,negative
meninggal,negative
menipu,negative
meniru,negative
meniru-niru,negative
menistakan,negative
menjahati,negative
menjaili,negative
menjajah,negative
menjalang,negative
menjamah,negative
menjambak,negative
menjambret,negative
menjangkit,negative
menjangkiti,negative
menjarah,negative
menjebak,negative
menjegal,negative
menjelek-jelekkan,negative
menjelekkan,negative
menjemukan,negative
menjengkelkan,negative
menjenuhkan,negative
menjerat,negative
menjerit,negative
menjiplak,negative
menjungkirbalikkan,negative
menodai,negative
menodong,negative
menodongkan,negative
menohok,negative
menolak,negative
menonjok,negative
menoyor,negative
menskors,negative
mensomasi,negative
mensomasikan,negative
mentok,negative
menubruk,negative
menuding,negative
menuduh,negative
menuduhkan,negative
menular,negative
menulari,negative
menularkan,negative
menumbalkan,negative
menumpulkan,negative
menunda,negative
menunda-nunda,negative
menunggak,negative
menuntut,negative
menurun,negative
menusuk,negative
menusuk-nusuk,negative
menusukkan,negative
menutup-nutupi,negative
menutupi,negative
menyabotase,negative
menyabung,negative
menyadap,negative
menyakiti,negative
menyakitkan,negative
menyalahartikan,negative
menyalahgunakan,negative
menyalahi,negative
menyalahkan,negative
menyamarkan,negative
menyampah,negative
menyandera,negative
menyanggah,negative
menyangka,negative
menyangkal,negative
menyangkut,negative
menyangkutpautkan,negative
menyangsikan,negative
menyantet,negative
menyatroni,negative
menyayangkan,negative
menyayat,negative
menyayat-nyayat,negative
menyelahgunakan,negative
menyesalkan,negative
menyia-nyiakan,negative
menyiksa,negative
menyikut,negative
menyilet,negative
menyimpang,negative
menyindir,negative
menyinggung,negative
menyobek,negative
menyobek-nyobek,negative
menyodomi,negative
menyogok,negative
menyomasi,negative
menyombong,negative
menyombongkan,negative
menyontek,negative
menyuap,negative
menyudutkan,negative
menyulitkan,negative
menyulut,negative
menyumpahi,negative
menyumpel,negative
menyundut,negative
menyuruh-nyuruh,negative
menyusahi,negative
menyusahkan,negative
menyusupkan,negative
menzinahi,negative
menzinai,negative
meracau,negative
meracuni,negative
meradang,negative
meragu,negative
meragukan,negative
merajalela,negative
merajam,negative
merajuk,negative
merampas,negative
merampok,negative
merancukan,negative
merapuhkan,negative
meratap,negative
meratapi,negative
merecoki,negative
merekayasa,negative
meremehkan,negative
merendahkan,negative
merengek,negative
merengek-rengek,negative
merenggut,negative
merepotkan,negative
meresahkan,negative
meribut,negative
meributkan,negative
mericuhkan,negative
meringis,negative
meringkuk,negative
meringkus,negative
merintih,negative
merisau,negative
merisaukan,negative
merobek,negative
merobek-robek,negative
merobohkan,negative
merompak,negative
merongrong,negative
meronta,negative
meronta-ronta,negative
merosot,negative
meruetkan,negative
merugi,negative
merugikan,negative
merumahkan,negative
merumitkan,negative
merumpi,negative
meruncing,negative
merundung,negative
merunyamkan,negative
merusak,negative
merusakkan,negative
merusuh,negative
merusuhi,negative
merusuhkan,negative
meruwetkan,negative
mestinya,negative
mesum,negative
mewabah,negative
meyikut,negative
minder,negative
minggat,negative
minim,negative
minta-minta,negative
minus,negative
miring,negative
miris,negative
miskin,negative
mistis,negative
misuh,negative
modar,negative
mogok,negative
molor,negative
monopoli,negative
monoton,negative
morat-marit,negative
muak,negative
mubazir,negative
mucikari,negative
mudharat,negative
munafik,negative
mundur,negative
mungkar,negative
mungkir,negative
muntaber,negative
muntah,negative
muntahan,negative
murahan,negative
muram,negative
murka,negative
murtad,negative
murung,negative
musibah,negative
muslihat,negative
musnah,negative
mustahil,negative
musuh,negative
musyrik,negative
mutilas,negative
mutilasi,negative
naas,negative
nafi,negative
naga-naganya,negative
naik turun,negative
najis,negative
nakal,negative
nanar,negative
narapidana,negative
narkoba,negative
narkotik,negative
narkotika,negative
narsis,negative
narsisme,negative
negatif,negative
nekad,negative
nekat,negative
nekat-nekat,negative
neko-neko,negative
nelangsa,negative
nepotisme,negative
neraka,negative
nestapa,negative
ngacir,negative
ngelantur,negative
ngenes,negative
ngeri,negative
ngerumpi,negative
ngeyel,negative
ngilu,negative
ngotot,negative
ngoyo,negative
nihil,negative
nista,negative
njelimet,negative
no comment,negative
nonkooperatif,negative
nonproduktif,negative
nonsens,negative
norak,negative
nyampah,negative
nyelekit,negative
nyerocos,negative
nyinyir,negative
obrak-abrik,negative
obsesi,negative
obsesif,negative
obsolet,negative
ocehan,negative
ogah,negative
ogah-ogahan,negative
oknum,negative
oleng,negative
olok-olok,negative
olok-olokan,negative
ombang-ambing,negative
omel,negative
omelan,negative
onak,negative
onar,negative
ongkang-ongkang,negative
opium,negative
oplosan,negative
oportunis,negative
ostentasi,negative
otoriter,negative
paceklik,negative
padahal,negative
padat,negative
paedofil,negative
pahit,negative
pailit,negative
paksa,negative
paksa-paksa,negative
paksaan,negative
palak,negative
paling banter,negative
palsu,negative
pamer,negative
pamrih,negative
pandemi,negative
pandemik,negative
pandir,negative
panik,negative
parah,negative
paranoia,negative
paranoid,negative
parasit,negative
pas-pasan,negative
pasai,negative
pasif,negative
pasung,negative
pasungan,negative
payah,negative
pecandu,negative
pecat,negative
pecundang,negative
pedih,negative
pedofil,negative
pelabrakan,negative
pelacur,negative
pelacuran,negative
pelaknatan,negative
pelalai,negative
pelalaian,negative
pelambatan,negative
pelampiasan,negative
pelanggar,negative
pelanggaran,negative
pelecehan,negative
peledak,negative
peledakan,negative
pelenyapan,negative
pelik,negative
pelit,negative
pelonco,negative
pelumpuhan,negative
pelupa,negative
pemabuk,negative
pemadat,negative
pemaksaan,negative
pemalakan,negative
pemalas,negative
pemalsu,negative
pemalsuan,negative
pemandulan,negative
pemarah,negative
pemasungan,negative
pembacokan,negative
pembakar,negative
pembakaran,negative
pembalakan,negative
pembalasan dendam,negative
pembangkang,negative
pembangkangan,negative
pembantah,negative
pembantahan,negative
pembantaian,negative
pembatalan,negative
pembatasan,negative
pembebanan,negative
pembeberan,negative
pembelengguan,negative
pemberantakan,negative
pemblokiran,negative
pembobol,negative
pembobolan,negative
pembocoran,negative
pembodohan,negative
pembohong,negative
pemboikotan,negative
pembolos,negative
pembolosan,negative
pembombardiran,negative
pemboros,negative
pemborosan,negative
pembunuh,negative
pembunuh bayaran,negative
pembunuhan,negative
pemecah belah,negative
pemecatan,negative
pemerosotan,negative
pemfitnah,negative
pemforsiran,negative
pemogok,negative
pemogokan,negative
pemojokan,negative
pemrotes,negative
pemrotesan,negative
pemukulan,negative
pemurtadan,negative
pemusnahan,negative
penabok,negative
penabokan,negative
penabrak,negative
penabrakan,negative
penakut,negative
penalti,negative
penampar,negative
penamparan,negative
penawanan,negative
pencabulan,negative
pencaci,negative
pencaci maki,negative
pencacimakian,negative
pencaloan,negative
pencambukan,negative
pencaplok,negative
pencaplokan,negative
pencari kesalahan,negative
pencari muka,negative
pencatut,negative
pencatutan,negative
pencegatan,negative
pencekalan,negative
pencela,negative
pencelaan,negative
pencemar,negative
pencemaran,negative
pencerca,negative
pencercaan,negative
pencibir,negative
pencibiran,negative
pencomel,negative
pencontek,negative
pencontekan,negative
pencopet,negative
pencopetan,negative
pencopotan,negative
pencorengan,negative
pencuci otak,negative
pencuci uang,negative
pencucian otak,negative
pencucian uang,negative
penculik,negative
penculikan,negative
pencuri,negative
pencurian,negative
pendakwaan,negative
pendalangan,negative
pendarahan,negative
pendendam,negative
pendengki,negative
pendepakan,negative
pendeportasian,negative
penderita,negative
pendesakan,negative
pendiskriminasian,negative
pendiskualifikasian,negative
pendobrakan,negative
pendoktrin,negative
pendoktrinan,negative
pendompleng,negative
pendomplengan,negative
pendosa,negative
pendurhaka,negative
pendurhakaan,negative
pendusta,negative
pendustaan,negative
penebang,negative
penebangan,negative
penegatifan,negative
penelanjangan,negative
penelantaran,negative
penembakan,negative
penempeleng,negative
penempelengan,negative
penentang,negative
penentangan,negative
peneror,negative
peneroran,negative
pengabaian,negative
pengacau,negative
pengacauan,negative
pengadu domba,negative
pengaduan,negative
pengangguran,negative
pengebirian,negative
pengebom,negative
pengeboman,negative
pengecam,negative
pengecaman,negative
pengecoh,negative
pengecohan,negative
pengecut,negative
pengekangan,negative
pengeksploitasi,negative
pengeksploitasian,negative
pengekspos,negative
pengeksposan,negative
pengelabuan,negative
pengelakan,negative
pengeluh,negative
pengembar-gemboran,negative
pengemis,negative
pengemplang,negative
pengeroyokan,negative
penggandaan uang,negative
pengganggu,negative
pengganjalan,negative
penggasak,negative
penggasakan,negative
penggdoran,negative
penggembungan,negative
penggerebekan,negative
penggerogotan,negative
penggerutu,negative
penggorokan,negative
penggosip,negative
penggrebekan,negative
penggugatan,negative
penggulingan,negative
penggusuran,negative
penghalang,negative
penghalang-halangan,negative
penghancuran,negative
penghancurleburan,negative
penghasudan,negative
penghasut,negative
penghasutan,negative
penghinaan,negative
penghujat,negative
penghujatan,negative
pengibul,negative
pengibulan,negative
pengidap,negative
pengingkaran,negative
pengisolasian,negative
pengkhianat,negative
pengkhianatan,negative
pengkritik,negative
pengomel,negative
pengotoran,negative
pengucilan,negative
pengumpat,negative
pengumpatan,negative
pengungkungan,negative
pengunjuk rasa,negative
penguntit,negative
pengurungan,negative
pengusik,negative
pengusir,negative
pengusiran,negative
penikam,negative
penikaman,negative
penilap,negative
penilapan,negative
penilep,negative
penilepan,negative
penindas,negative
penindasa,negative
penindasan,negative
peninju,negative
penipu,negative
penipuan,negative
peniru,negative
penistaan,negative
penjajah,negative
penjajahan,negative
penjambret,negative
penjambretan,negative
penjarah,negative
penjarahan,negative
penjatuhan,negative
penjegalan,negative
penjudi,negative
penodong,negative
penodongan,negative
penolakan,negative
penonjok,negative
penonjokan,negative
pensomasian,negative
penular,negative
penularan,negative
penumpukan,negative
penundaan,negative
penunggak,negative
penunggakan,negative
penusuk,negative
penusukan,negative
penyabotase,negative
penyabotasean,negative
penyadap,negative
penyadapan,negative
penyakit,negative
penyakitan,negative
penyalahan,negative
penyalahartian,negative
penyalahgunaan,negative
penyamun,negative
penyandera,negative
penyanderaan,negative
penyanggah,negative
penyanggahan,negative
penyangkal,negative
penyangkalan,negative
penyangsi,negative
penyia-nyiaan,negative
penyiksa,negative
penyiksaan,negative
penyikut,negative
penyikutan,negative
penyimpang,negative
penyimpangan,negative
penyindir,negative
penyindiran,negative
penyitaan,negative
penyobekan,negative
penyodomi,negative
penyodomian,negative
penyogok,negative
penyogokan,negative
penyombong,negative
penyontekan,negative
penyuap,negative
penyuapan,negative
penyulit,negative
penyulitan,negative
penyulut,negative
penyumpahan,negative
penyusahan,negative
penyusutan,negative
penzamiman,negative
peracunan,negative
peradangan,negative
peragu,negative
perampas,negative
perampasan,negative
perampok,negative
perampokan,negative
perancuan,negative
peratapan,negative
percaloan,negative
percekcokan,negative
percuma,negative
perdebatan,negative
perdukunan,negative
peremehan,negative
perenggutan,negative
peretak,negative
peretakan,negative
pergi,negative
pergolakan,negative
pergunjingan,negative
peribut,negative
peributan,negative
pericuh,negative
pericuhan,negative
perisauan,negative
perjudian,negative
perkelahian,negative
perlambatan,negative
permusuhan,negative
perobekan,negative
perobohan,negative
perompak,negative
perompakan,negative
peroncean,negative
perongrong,negative
perongrongan,negative
perpecahan,negative
perpisahan,negative
persabungan,negative
persoalan,negative
persoalkan,negative
pertanggungjawaban,negative
pertengkaran,negative
pertentangan,negative
pertikaian,negative
pertumpahan darah,negative
perusak,negative
perusakan,negative
perusuh,negative
perusuhan,negative
perzinaan,negative
perzinahan,negative
pesakitan,negative
pezina,negative
pezinah,negative
picik,negative
pidana,negative
pilu,negative
pincang,negative
plagiarisme,negative
plagiat,negative
plagiator,negative
plin-plan,negative
plintat-plintut,negative
polemik,negative
politis,negative
polusi,negative
polutan,negative
pongah,negative
porak-poranda,negative
porno,negative
pornoaksi,negative
pornografi,negative
pornografis,negative
porot,negative
posesif,negative
prahara,negative
prasangka,negative
prasangka buruk,negative
prasejahtera,negative
preman,negative
pretensi,negative
prihatin,negative
primitif,negative
problem,negative
problematik,negative
problematika,negative
problematis,negative
profan,negative
profanitas,negative
propaganda,negative
prostitusi,negative
protes,negative
provokasi,negative
provokatif,negative
provokator,negative
psikopat,negative
psikotropika,negative
pukul-memukul,negative
pungli,negative
pupus,negative
pura-pura,negative
pusing,negative
puso,negative
puyeng,negative
rabies,negative
rabun,negative
racau,negative
racun,negative
radang,negative
radikal,negative
radikalisasi,negative
radikalisme,negative
ragu,negative
ragu-ragu,negative
raib,negative
rajam,negative
rakus,negative
ramak,negative
rampas,negative
rampasan,negative
rampok,negative
rampokan,negative
rancu,negative
rapuh,negative
rasis,negative
rasisme,negative
ratapan,negative
rawan,negative
rekayasa,negative
remeh,negative
rendah,negative
rendahan,negative
rengek,negative
renggut,negative
rentan,negative
rentenir,negative
reot,negative
repot,negative
resah,negative
resek,negative
resesi,negative
residivis,negative
restriktif,negative
retak,negative
retorsi,negative
retrogresi,negative
rewel,negative
rezim,negative
riba,negative
ribut,negative
ricuh,negative
ringsek,negative
rintih,negative
rintihan,negative
risau,negative
risih,negative
risiko,negative
riskan,negative
riya,negative
roboh,negative
rodi,negative
rompak,negative
ronce,negative
rongrong,negative
rongrongan,negative
rongsok,negative
rongsokan,negative
ronta,negative
rugi,negative
rumit,negative
rumpi,negative
runtuh,negative
runyam,negative
rusak,negative
rusuh,negative
ruwet,negative
sableng,negative
sabotase,negative
sabu-sabu,negative
sabung,negative
sadap,negative
sadis,negative
sadisme,negative
sado masokis,negative
sajen,negative
sakit,negative
sakit-sakitan,negative
sakiti,negative
salah,negative
salah arti,negative
salah artikan,negative
salah guna,negative
salah gunakan,negative
salah-salah,negative
samaran,negative
sambit,negative
sandera,negative
sandewa,negative
sandungan,negative
sanggah,negative
sanggahan,negative
sangkaan,negative
sangkal,negative
sangkalan,negative
sangsi,negative
sanksi,negative
santer,negative
santet,negative
sarkasme,negative
sarkastik,negative
sayangkan,negative
scripted,negative
sebaliknya,negative
sebatas,negative
secuil,negative
sedih,negative
seemosional,negative
seenaknya,negative
sefanatik,negative
segelintir,negative
sekehendak,negative
sekptis,negative
sembarang,negative
sembunyi,negative
sembunyi tangan,negative
sengketa,negative
sesuka hati,negative
sesukanya,negative
sesumbar,negative
setengah-setengah,negative
seterpuruk,negative
sewenang-wenang,negative
seyogyanya,negative
sia-sia,negative
sial,negative
sialan,negative
siksa,negative
siksaan,negative
sikut-menyikut,negative
sikut-sikutan,negative
silang segketa,negative
siluman,negative
simpang siur,negative
sindikat,negative
sindir,negative
sindir-menyindir,negative
sindiran,negative
sinis,negative
sinisme,negative
sinting,negative
sinyalir,negative
sirik,negative
sirikan,negative
sita,negative
sitaan,negative
siwer,negative
skandal,negative
skeptis,negative
skors,negative
slebor,negative
soak,negative
sodomi,negative
sogok,negative
sogokan,negative
somasi,negative
sombong,negative
songong,negative
sontoloyo,negative
spekulan,negative
spekulasi,negative
stagnan,negative
stagnasi,negative
statis,negative
stres,negative
striptis,negative
stroke,negative
suap,negative
subjektif,negative
subyektif,negative
sudah padat,negative
sudah penuh,negative
suka-suka,negative
sukar,negative
sukarnya,negative
sulit,negative
sulitnya,negative
sumpah serapah,negative
sumpek,negative
sundal,negative
suram,negative
surat kaleng,negative
susah,negative
susah hati,negative
susahnya,negative
susuk,negative
suudon,negative
suudzan,negative
suudzon,negative
suuzan,negative
syahwat,negative
syirik,negative
syok,negative
syubhat,negative
syur,negative
tabok,negative
tabrakan,negative
tabu,negative
tagih,negative
tagihan,negative
tahanan,negative
tahi,negative
tak berkesudahan,negative
tak punya biaya,negative
takabur,negative
takhayul,negative
takut,negative
tamak,negative
tampar,negative
tamparan,negative
tandus,negative
tanggung,negative
tangis,negative
tangisan,negative
taruhan,negative
tawan,negative
tawanan,negative
tawuran,negative
tedeng aling-aling,negative
tega,negative
