word,sentiment
ahoker,negative
hancur,negative
hanya,negative
cuma,negative
tangkap,negative
salah,negative
sabotase,negative
akting,negative
jahat,negative
lapor,negative
bukan,negative
tidak,negative
fitnah,negative
haram,negative
hapus,negative
serang,negative
seram,negative
intimidasi,negative
gusur,negative
arogan,negative
kafir,negative
korupsi,negative
pidana,negative
tersangka,negative
koruptor,negative
zalim,negative
semu,negative
retorika,negative
busuk,negative
nista,negative
tipu,negative
cukong,negative
reklamasi,negative
ganda,negative
usir,negative
demo,negative
paksa,negative
banjir,negative
macet,negative
kumuh,negative
sengaja,negative
sengak,negative
rusuh,negative
jilat,negative
mangkal,negative
mati,negative
hipnotis,negative
bugil,negative
bacot,negative
seteru,negative
karma,negative
buzzer,negative
buang,negative
bual,negative
setor,negative
ngelunjak,negative
sikut,negative
ciut,negative
ledak,negative
emosi,negative
tahan,negative
penjara,negative
kandang,negative
kontol,negative
anjing,negative
bodoh,negative
iblis,negative
setan,negative
umpat,negative
benci,negative
harimau,negative
musuh,negative
miskin,negative
bugil,negative
gantung,negative
panik,negative
marah,negative
sara,negative
jajah,negative
bodong,negative
rendah,negative
fpi,negative
kecut,negative
lambat,negative
risih,negative
klaim,negative
hitam,negative
tikus,negative
pusing,negative
lemas,negative
lelah,negative
homo,negative
pecundang,negative
serbu,negative
lempar,negative
pukul,negative
tendang,negative
hajar,negative
ngelindur,negative
bunuh,negative
maut,negative
bandel,negative
bandit,negative
curang,negative
tuding,negative
hilang,negative
uap,negative
fiktif,negative
ancam,negative
apatis,negative
anarkis,negative
aneh,negative
asal,negative
bahaya,negative
buruk,negative
berisik,negative
bacok,negative
bangkai,negative
bangsat,negative
bantai,negative
barbar,negative
basi,negative
batal,negative
bengis,negative
preman,negative
dosa,negative
dusta,negative
judi,negative
kelit,negative
laut,negative
reklamasi,negative
pantai,negative
sumber,negative
waras,negative
khianat,negative
kolusi,negative
mewah,negative
nafsu,negative
noda,negative
pecah,negative
lubang,negative
tabrak,negative
bogem,negative
tikai,negative
biadab,negative
blokir,negative
bocor,negative
boikot,negative
larang,negative
lari,negative
bohong,negative
buron,negative
buyar,negative
cacat,negative
caplok,negative
catut,negative
cekal,negative
cela,negative
celaka,negative
cemas,negative
cemberut,negative
miring,negative
cengeng,negative
cerca,negative
ceroboh,negative
congkak,negative
contek,negative
copet,negative
petisi,negative
curi,negative
curiga,negative
dakwa,negative
damprat,negative
defisit,negative
dendam,negative
dengki,negative
derita,negative
desak,negative
hasut,negative
jarah,negative
jegal,negative
kacau,negative
kutuk,negative
paksa,negative
pecat,negative
protes,negative
rekayasa,negative
rumit,negative
santet,negative
galau,negative
gamang,negative
ganas,negative
genting,negative
irasional,negative
instan,negative
kandas,negative
balik,negative
balikin,negative
kalap,negative
kecewa,negative
kedok,negative
mundur,negative
konfil,negative
kutuk,negative
labil,negative
lalai,negative
pungli,negative
lengser,negative
makar,negative
maki,negative
lumpuh,negative
mafia,negative
mentah,negative
malas,negative
maksiat,negative
mangkir,negative
firaun,negative
dalang,negative
minus,negative
mogok,negative
mudharat,negative
murtad,negative
musnah,negative
mustahil,negative
musyrik,negative
nahas,negative
najis,negative
narapidana,negative
narkoba,negative
negatif,negative
neraka,negative
ngacir,negative
nihil,negative
oleng,negative
otoriter,negative
pedih,negative
pongah,negative
prasangka,negative
prihatin,negative
masalah,negative
pupus,negative
ragu,negative
rakus,negative
radikal,negative
rancu,negative
rawan,negative
remeh,negative
rentan,negative
roboh,negative
riya,negative
rusak,negative
sajen,negative
sakit,negative
sangkal,negative
sanksi,negative
sangsi,negative
santet,negative
sekptis,negative
sembarang,negative
siluman,negative
siksa,negative
sindir,negative
sita,negative
sinis,negative
sindikat,negative
sesumbar,negative
sengketa,negative
somasi,negative
sombong,negative
sontoloyo,negative
stagnan,negative
suap,negative
kamiahok,negative
sundal,negative
suram,negative
tega,negative
lantar,negative
tiran,negative
tipikor,negative
timpang,negative
tilap,negative
tiru,negative
todong,negative
waspada,negative
telan,negative
perbaiki,negative
segini,negative
kucingkurap,negative
seimankucingkurap,negative
nyengir,negative
acak-acakan,negative
adu,negative
adu domba,negative
aib,negative
akal bulus,negative
alasan saja,negative
alibi,negative
aliran,negative
amatir,negative
ambisi,negative
ambisius,negative
ambruk,negative
amburadul,negative
ampas,negative
amputasi,negative
amuk,negative
anarkis,negative
ancam,negative
ancaman,negative
aneh,negative
angin kencang,negative
apa boleh buat,negative
apatis,negative
asal,negative
babak belur,negative
bacokan,negative
bagaimana mau,negative
bagaimana mungkin,negative
bahaya,negative
bahayakan,negative
bakteri,negative
baku hantam,negative
balas dendam,negative
bandel,negative
bangkai,negative
bangkrut,negative
bangsat,negative
banjir,negative
bantah,negative
bantai,negative
banyak cincong,negative
banyak cingcong,negative
banyak pertanyaan,negative
banyak tingkah,negative
barbar,negative
barbarisme,negative
basi,negative
batal,negative
batalkan,negative
batuk-batuk,negative
bawah tangan,negative
bebal,negative
beber,negative
bekeluyuran,negative
bekoar,negative
belingsatan,negative
bencana,negative
bengis,negative
bengkak,negative
beracun,negative
berakal bulus,negative
beralkohol,negative
berantakan,negative
berbahaya,negative
berbanding terbalik,negative
berbantah-bantahan,negative
berbantahan,negative
berbelit-belit,negative
berbenturan,negative
berbohong,negative
berborok,negative
bercampur aduk,negative
berdaki,negative
berdalih,negative
berdarah,negative
berdarah dingin,negative
berdebat,negative
berdemo,negative
berdemonstrasi,negative
berdesak-desakan,negative
berdesakan,negative
berdosa,negative
berduka cita,negative
berdusta,negative
beresiko,negative
berfoya-foya,negative
bergelandangan,negative
bergentayangan,negative
bergidik,negative
bergontok-gontokan,negative
bergontokan,negative
bergosip,negative
bergunjing,negative
berhamburan,negative
berhantu,negative
berhura-hura,negative
berhutang,negative
beriba-iba,negative
berimbas,negative
berimpitan,negative
beringas,negative
berisik,negative
berisiko,negative
berjangkit,negative
berjatuhan,negative
berjejal,negative
berjudi,negative
berkabung,negative
berkacak pinggang,negative
berkasak-kusuk,negative
berkecamuk,negative
berkecil hati,negative
berkedok,negative
berkelahi,negative
berkelainan,negative
berkeliaran,negative
berkelit,negative
berkeluyuran,negative
berkerut,negative
berkhalwat,negative
berkhianat,negative
berkilah,negative
berkoar,negative
berkoar-koar,negative
berkolusi,negative
berkomplot,negative
berkonflik,negative
berkongkalikong,negative
berkotor-kotor,negative
berkuman,negative
berkunang-kunang,negative
berkutu,negative
berlagak,negative
berlawanan,negative
berlebih-lebihan,negative
berlebihan,negative
berleha-leha,negative
berliku,negative
berliku-liku,negative
berlinang,negative
berlinangan,negative
berlubang,negative
berlubang-lubang,negative
bermadat,negative
bermadu,negative
bermasalah,negative
bermegah-megah,negative
bermesum,negative
bermewah-mewah,negative
bermewah-mewahan,negative
bermuram,negative
bermusuhan,negative
bernafsu,negative
bernoda,negative
berolok-olok,negative
berpaling,negative
berpangku tangan,negative
berpecah belah,negative
berpenyakit,negative
berpidana,negative
berpisah,negative
berpolemik,negative
berpongah-pongah,negative
berprasangka,negative
berprasangka buruk,negative
berpretensi,negative
berpropaganda,negative
berpura-pura,negative
berpusing-pusing,negative
bersalah,negative
bersandiwara,negative
bersikut-sikutan,negative
bersikutan,negative
bersilang sengketa,negative
bersilangan,negative
bersilat lidah,negative
bersimpang siur,negative
bersinggungan,negative
bersitegang,negative
berspekulasi,negative
bersungut,negative
bersungut-sungut,negative
bersusah hati,negative
bersyubhat,negative
bertabrakan,negative
bertanggung jawab,negative
bertele-tele,negative
bertengkar,negative
bertentangan,negative
berteriak,negative
berteriak-teriak,negative
bertikai,negative
bertingkah,negative
bertubrukan,negative
bertumpang tindih,negative
bertumpang-tindih,negative
berulah,negative
berulat,negative
berunjuk rasa,negative
berurusan,negative
berusuh,negative
berutang,negative
berzina,negative
berzinah,negative
biadab,negative
biang keladi,negative
biang kerusuhan,negative
biangnya,negative
bimbang,negative
binasa,negative
bingung,negative
bintik,negative
blak-blakan,negative
blokir,negative
bocor,negative
bocoran,negative
bodoh,negative
bogem,negative
bohong,negative
boikot,negative
bokek,negative
bolak-balik,negative
bolong-bolong,negative
bolos,negative
bom,negative
bombardir,negative
bordil,negative
borgol,negative
borjuis,negative
boro-boro,negative
borok,negative
borokan,negative
boros,negative
bosan,negative
bt,negative
bual,negative
bualan,negative
buangan,negative
buas,negative
bukan-bukan,negative
buku hitam,negative
bulan tua,negative
bulan-bulanan,negative
bulukan,negative
bungkam,negative
buntu,negative
bunuh,negative
bunuh diri,negative
buron,negative
buronan,negative
buruh kasar,negative
buruk,negative
buruk sangka,negative
busuk,negative
busung lapar,negative
buta huruf,negative
butut,negative
buyar,negative
cabik,negative
cabul,negative
cacat,negative
caci,negative
caci maki,negative
cacian,negative
cacing,negative
campur aduk,negative
candu,negative
canggung,negative
cape,negative
cape hati,negative
capek,negative
capek hati,negative
caplok,negative
cari muka,negative
cari saja sendiri,negative
cari sendiri,negative
cari-cari kesalahan,negative
carut,negative
carut-marut,negative
catut,negative
catutan,negative
cecar,negative
cecaran,negative
cedera,negative
cek kosong,negative
cekak,negative
cekal,negative
cekcok,negative
cela,negative
celaan,negative
celaka,negative
cemarkan,negative
cemas,negative
cemaskan,negative
cemberut,negative
cemburu,negative
cemburuan,negative
cengeng,negative
cerai,negative
cerai-berai,negative
cercaan,negative
ceroboh,negative
cibir,negative
cibiran,negative
cidera,negative
cincong,negative
colong,negative
comel,negative
comelan,negative
compang-camping,negative
congkak,negative
contek,negative
contekan,negative
copet,negative
coreng,negative
coreng-moreng,negative
cuci otak,negative
cuci uang,negative
culik,negative
cuma,negative
curang,negative
curi,negative
curian,negative
curiga,negative
curigaan,negative
dablek,negative
dadakan,negative
daftar hitam,negative
daif,negative
dajal,negative
daki,negative
dakwa,negative
dakwaan,negative
dalih,negative
dampak,negative
damprat,negative
dampratan,negative
dana talangan,negative
darah dingin,negative
darah tinggi,negative
dauf,negative
defisit,negative
degenerasi,negative
degeneratif,negative
degradasi,negative
dehidrasi,negative
dekil,negative
demo,negative
demonstran,negative
demonstrasi,negative
demoralisasi,negative
dendam,negative
dendam kesumat,negative
dengki,negative
deportasi,negative
derita,negative
desak,negative
desakan,negative
desas-desus,negative
destruksi,negative
detonasi,negative
detonator,negative
deviasi,negative
dhaif,negative
dhalim,negative
dholim,negative
dhuafa,negative
di bawah sadar,negative
di bawah umur,negative
diabaikan,negative
diacak-acak,negative
diadili,negative
diadu domba,negative
diadudombakan,negative
diam-diam,negative
diamankan,negative
diamlah,negative
diancam,negative
diawasi,negative
dibacok,negative
dibakar,negative
dibanding-bandingkan,negative
dibangkrutkan,negative
dibantah,negative
dibantai,negative
dibatalkan,negative
dibatasi,negative
dibawa kabur,negative
dibawa-bawa,negative
dibayang-bayangi,negative
dibebankan,negative
dibeberkan,negative
dibeda-bedakan,negative
dibelenggu,negative
dibinasakan,negative
diblokir,negative
dibocorkan,negative
dibodohi,negative
dibohongi,negative
diboikot,negative
dibom,negative
dibombardir,negative
diborgol,negative
dibuang,negative
dibuat lagi,negative
dibuat-buat,negative
dibubarkan,negative
dibungkam,negative
dibunuh,negative
dibutakan,negative
dibuyarkan,negative
dicabik,negative
dicabik-canik,negative
dicabuli,negative
dicaci,negative
dicaci maki,negative
dicambuk,negative
dicampakkan,negative
dicampur aduk,negative
dicampuradukkan,negative
dicaplok,negative
dicatut,negative
dicecar,negative
dicekal,negative
dicekam,negative
dicekik,negative
dicela,negative
dicelakai,negative
dicemari,negative
dicemaskan,negative
dicemburui,negative
dicerca,negative
dicibir,negative
dicolong,negative
dicontek,negative
dicopet,negative
dicopot,negative
dicoreng,negative
dicuci otak,negative
dicurangi,negative
dicuri,negative
dicurigai,negative
didakwa,negative
didakwakan,negative
didalangi,negative
didamprat,negative
didepak,negative
dideportasi,negative
didera,negative
didesak,negative
didesas-desuskan,negative
didhalimi,negative
didholimi,negative
didikte,negative
didiskreditkan,negative
didiskriminasi,negative
didiskriminasikan,negative
didiskualifikasi,negative
didiskualifikasikan,negative
diduai,negative
diduakan,negative
diduga,negative
diduga-duga,negative
didustai,negative
didustakan,negative
didzalimi,negative
dieksekusi,negative
dieksploitasi,negative
diekspos,negative
dieliminasi,negative
diempaskan,negative
dienyahkan,negative
difitnah,negative
diforsir,negative
digampangkan,negative
digampar,negative
diganggu,negative
diganggu-gugat,negative
diganjal,negative
diganjar,negative
digasak,negative
digauli,negative
digebuk,negative
digebuki,negative
digedor,negative
digedor-gedor,negative
digegerkan,negative
digelandang,negative
digelapkan,negative
digembar-gemborkan,negative
digemparkan,negative
digempur,negative
digencet,negative
digentayangi,negative
digerayangi,negative
digerebek,negative
digerecoki,negative
digerepe,negative
digerogoti,negative
digertak,negative
digondol,negative
digorok,negative
digosipkan,negative
digrecoki,negative
digugat,negative
digugurkan,negative
digulingkan,negative
diguna-guna,negative
diguna-gunai,negative
diguncang,negative
digunjingkan,negative
digusur,negative
dihabisi,negative
dihadang,negative
dihajar,negative
dihalang,negative
dihalang-halangi,negative
dihalangi,negative
dihambat,negative
dihambur-hamburkan,negative
dihamburkan,negative
dihancurkan,negative
dihancurleburkan,negative
dihanguskan,negative
dihantam,negative
dihantui,negative
diharamkan,negative
dihardik,negative
dihasut,negative
dihempas,negative
dihempaskan,negative
dihina,negative
dihujat,negative
dihukum,negative
diisolasi,negative
dijajah,negative
dijambak,negative
dijambret,negative
dijangkiti,negative
dijarah,negative
dijebak,negative
dijebloskan,negative
dijegal,negative
dijerat,negative
dijiplak,negative
dikacaubalaukan,negative
dikacaukan,negative
dikafirkan,negative
dikalahkan,negative
dikambinghitamkan,negative
dikasari,negative
dikata-katai,negative
dikatai,negative
dikebiri,negative
dikecam,negative
dikecewakan,negative
dikejar-kejar,negative
dikekang,negative
dikelabui,negative
dikeluhkan,negative
dikemplang,negative
dikenai biaya,negative
dikenakan biaya,negative
dikentutin,negative
dikerangkeng,negative
dikerdilkan,negative
dikeroyok,negative
dikeruhkan,negative
dikesalkan,negative
dikesampingkan,negative
dikhawatirkan,negative
dikhianati,negative
dikibuli,negative
dikompori,negative
dikontaminasi,negative
dikorbankan,negative
dikorup,negative
dikorupsi,negative
dikotori,negative
dikritik,negative
diktator,negative
dikucilkan,negative
dikufurkan,negative
dikungkung,negative
dikuntit,negative
dikurangi,negative
dikurung,negative
dikutuk,negative
dilabrak,negative
dilacurkan,negative
dilaknat,negative
dilalaikan,negative
dilambat-lambatkan,negative
dilampiaskan,negative
dilanda,negative
dilanggar,negative
dilarang,negative
dilawan,negative
dilebih-lebihkan,negative
dilecehkan,negative
diledakkan,negative
diledek,negative
diledeki,negative
dilema,negative
dilemahkan,negative
dilematik,negative
dilematis,negative
dilenyapkan,negative
dilindas,negative
dilucuti,negative
diludahi,negative
dilukai,negative
dilumpuhkan,negative
dilupakan,negative
dimabuk,negative
dimaki,negative
dimandulkan,negative
dimanipulasi,negative
dimanipulasikan,negative
dimarahi,negative
dimonopoli,negative
dimuntahkan,negative
dimusuhi,negative
dimutilasi,negative
dinamit,negative
dinistakan,negative
dinodai,negative
diobrak-abrik,negative
diombang-ambing,negative
diomeli,negative
dipaksa,negative
dipaksakan,negative
dipalak,negative
dipalaki,negative
dipalsukan,negative
dipanas-panasi,negative
dipancung,negative
dipasung,negative
dipecat,negative
diperbudak,negative
diperburuk,negative
diperdaya,negative
diperdebatkan,negative
diperepot,negative
diperkosa,negative
diperlama,negative
diperlambat,negative
diperlemah,negative
dipermasalahkan,negative
diperparah,negative
dipersadis,negative
dipersakit,negative
dipersalah,negative
dipersalahkan,negative
dipersoalkan,negative
dipersukar,negative
dipersulit,negative
dipersuram,negative
dipersusah,negative
dipertakut,negative
dipertaruhkan,negative
dipertarungkan,negative
dipertegang,negative
dipertengkarkan,negative
diperumit,negative
diperusuh,negative
dipidana,negative
dipidanakan,negative
dipinggirkan,negative
dipojokkan,negative
dipreteli,negative
dipropaganda,negative
diprotes,negative
diprovokasi,negative
dipukul,negative
dipukuli,negative
dipulangkan,negative
dipungut,negative
dipungut iuran,negative
dipungut uang,negative
dipusingkan,negative
diracun,negative
diracuni,negative
diragukan,negative
dirajam,negative
dirampas,negative
dirampok,negative
diratapi,negative
dirazia,negative
direkayasa,negative
diremehkan,negative
direndahkan,negative
direnggut,negative
direpotkan,negative
diresahkan,negative
diributkan,negative
diringkus,negative
dirobek,negative
dirobek-robek,negative
dirobohkan,negative
dirongrong,negative
dirugikan,negative
dirumahkan,negative
dirumitkan,negative
dirundung,negative
dirunyamkan,negative
dirusak,negative
dirusakkan,negative
diruwetkan,negative
disabotase,negative
disadap,negative
disakiti,negative
disalahartikan,negative
disalahgunakan,negative
disalahkan,negative
disamarkan,negative
disambar,negative
disambit,negative
disandera,negative
disanggah,negative
disangka,negative
disangkal,negative
disangkutpautkan,negative
disangsikan,negative
disantet,negative
disatroni,negative
disayangkan,negative
disayat,negative
disayat-sayat,negative
disfungsi,negative
disharmoni,negative
disia-siakan,negative
disidang,negative
disiden,negative
disidik,negative
disiksa,negative
disikut,negative
disilet,negative
disindir,negative
disinggung,negative
disingkirkan,negative
disintegrasi,negative
disinyalir,negative
disisihkan,negative
disita,negative
diskors,negative
diskotek,negative
diskotik,negative
diskredit,negative
diskriminasi,negative
diskriminatif,negative
diskualifikasi,negative
disobek,negative
disobek-sobek,negative
disodomi,negative
disogok,negative
disomasi,negative
disombongkan,negative
disorder,negative
distorsi,negative
distreskan,negative
disuap,negative
disudutkan,negative
disulut,negative
disumpahi,negative
disumpel,negative
disundut,negative
disusahi,negative
disusahkan,negative
disusupi,negative
disusupkan,negative
disusutkan,negative
ditabok,negative
ditabrak,negative
ditagih,negative
ditahan,negative
ditakut-takuti,negative
ditakuti,negative
ditalak,negative
ditampar,negative
ditangisi,negative
ditangkap,negative
ditawan,negative
ditekan,negative
ditelan mentah-mentah,negative
ditelanjangi,negative
ditelantarkan,negative
ditembaki,negative
ditempeleng,negative
ditentang,negative
diteriaki,negative
diterjang,negative
diteror,negative
ditertawai,negative
ditertawakan,negative
ditewaskan,negative
ditiduri,negative
ditikam,negative
ditilang,negative
ditilap,negative
ditilep,negative
ditimpa,negative
ditimpakan,negative
ditimpuk,negative
ditimpuki,negative
ditindas,negative
ditinggalkan,negative
ditinjau lagi,negative
ditinju,negative
ditipu,negative
ditiru-tiru,negative
ditodong,negative
ditolak,negative
ditomboki,negative
ditonjok,negative
ditoyor,negative
dituding,negative
dituduh,negative
dituduhkan,negative
ditulari,negative
ditularkan,negative
ditumbalkan,negative
ditumpulkan,negative
ditunda,negative
ditunda-tunda,negative
ditunggangi,negative
dituntut,negative
diturunkan,negative
ditusuk,negative
ditusuk-tusuk,negative
ditutup-tutupi,negative
ditutupi,negative
diurungkan,negative
diusik,negative
diusir,negative
dizalimi,negative
dizinahi,negative
dizinai,negative
dobrak,negative
dompleng,negative
don juang,negative
dongkol,negative
dosa,negative
dugaan,negative
duka,negative
duka cita,negative
dukun,negative
dumping,negative
dungu,negative
dunia hitam,negative
durhaka,negative
durhana,negative
dusta,negative
dzalim,negative
ecek-ecek,negative
edan,negative
edan-edanan,negative
egois,negative
egoisme,negative
egoistis,negative
ekshibisionis,negative
ekshibisionisme,negative
eksploitasi,negative
eksplosif,negative
ekspos,negative
ekstasi,negative
ekstrem,negative
ekstrim,negative
elak,negative
eliminasi,negative
emang,negative
embat,negative
embel-embel,negative
emghantam,negative
emoh,negative
emosi,negative
emosional,negative
empet,negative
enak saja,negative
endemi,negative
eneg,negative
enek,negative
engap,negative
enggan,negative
entah,negative
enyah,negative
enyahkan,negative
epidemi,negative
epilepsi,negative
erangan,negative
eror,negative
erosi,negative
erotik,negative
erotis,negative
erpusi,negative
error,negative
fakir,negative
fals,negative
fanatik,negative
fanatisme,negative
fasad,negative
fasakh,negative
fasik,negative
fasis,negative
fasisme,negative
fatal,negative
feodal,negative
feodalisme,negative
fiktif,negative
fitnah,negative
fitnahan,negative
formalin,negative
formalitas,negative
forsir,negative
foya-foya,negative
friksi,negative
frontal,negative
frustasi,negative
gaduh,negative
gadungan,negative
gagal,negative
galak,negative
galau,negative
gamang,negative
gampangan,negative
gampar,negative
ganas,negative
ganggu,negative
ganggu gugat,negative
gangguan,negative
gangster,negative
ganja,negative
ganjalan,negative
ganjen,negative
ganjil,negative
gap,negative
gaptek,negative
gara-gara,negative
garong,negative
gasab,negative
gasak,negative
gawat,negative
geblek,negative
gebuk,negative
gedebak-gedebuk,negative
gedor,negative
gegabah,negative
geger,negative
gejala,negative
gelagap,negative
gelagapan,negative
gelagat,negative
gelandangan,negative
gelap,negative
geledah,negative
gelepar,negative
geletak,negative
gelisah,negative
gelonggong,negative
gelonggongan,negative
gembar-gembor,negative
gembel,negative
gemblung,negative
gembong,negative
gembos,negative
gembrot,negative
gembul,negative
gemetar,negative
gempa,negative
gempar,negative
gempor,negative
gempur,negative
gempuran,negative
gendeng,negative
genderuwo,negative
geng,negative
genosida,negative
gentayangan,negative
genting,negative
gep,negative
gerabak-gerubuk,negative
gerah,negative
geram,negative
geraman,negative
gerayan,negative
gerebek,negative
gerecok,negative
germo,negative
gerogot,negative
gerombol,negative
gerombolan,negative
gersang,negative
gertak,negative
gertakan,negative
gerutu,negative
getir,negative
gibah,negative
gigolo,negative
gila,negative
goblok,negative
gombal,negative
gombalan,negative
gondok,negative
gondol,negative
gonjang-ganjing,negative
gonore,negative
gonta-ganti,negative
gontok-gontokan,negative
gores,negative
gorok,negative
gosip,negative
gosong,negative
goyah,negative
gracok,negative
grogi,negative
gugat,negative
gugatan,negative
gugup,negative
gulana,negative
gulma,negative
guna-guna,negative
gundah,negative
gundah gulana,negative
gundik,negative
gunjing,negative
gunjingan,negative
gusar,negative
hajar,negative
halangan,negative
halusinasi,negative
hama,negative
hambat,negative
hambatan,negative
hambur,negative
hancur,negative
hancur lebur,negative
hancur-hancuran,negative
hangus,negative
hantam,negative
hantaman,negative
hantu,negative
hanya,negative
hanyut,negative
haram,negative
hardik,negative
hardikan,negative
harusnya,negative
hasad,negative
hasud,negative
hasut,negative
hasutan,negative
hedonis,negative
hedonisme,negative
hengkang,negative
heran,negative
heroin,negative
herpes,negative
hilang,negative
himpitan,negative
hina,negative
hinaan,negative
hingar-bingar,negative
hiperaktif,negative
hiperbol,negative
hiperbola,negative
hiperbolis,negative
hiperseksual,negative
hipersensitif,negative
hipokrit,negative
homoseks,negative
homoseksual,negative
horor,negative
hostes,negative
hujan lebat,negative
hujat,negative
hujatan,negative
hukuman,negative
hura-hura,negative
hutang,negative
iblis,negative
idiot,negative
ilegal,negative
imbak,negative
imbal,negative
imbas,negative
imitasi,negative
imitatif,negative
imitator,negative
impase,negative
imperfek,negative
imperialis,negative
imperialisme,negative
impitan,negative
impor,negative
impoten,negative
impotensi,negative
impulsif,negative
inadaptabilitas,negative
inca,negative
indisipliner,negative
individualisme,negative
individualistis,negative
indoktrinasi,negative
indolen,negative
inefisiensi,negative
infeksi,negative
inferior,negative
inferioritas,negative
infertil,negative
infertilitas,negative
inflasi,negative
infleksibilitas,negative
ingkar,negative
inkarsunah,negative
inkompatibel,negative
inkonsisten,negative
inkonsistensi,negative
inlander,negative
inses,negative
insiden,negative
insinuasi,negative
instabilitas,negative
internir,negative
interupsi,negative
intimidasi,negative
intimidatif,negative
intoleran,negative
intrik,negative
invalid,negative
irasional,negative
irasionalitas,negative
iri,negative
iri hati,negative
ironi,negative
ironis,negative
isak,negative
isolasi,negative
istan,negative
isu,negative
jadi bumerang,negative
jahanam,negative
jahat,negative
jahil,negative
jahiliah,negative
jahiliyah,negative
jail,negative
jajah,negative
jajahan,negative
jalang,negative
jamah,negative
jambak,negative
jambret,negative
jambretan,negative
jampi-jampi,negative
jangan asal,negative
jangan diganggu,negative
jangan sampai,negative
jangan sekarang,negative
jangan tanya,negative
jangan-jangan,negative
jangankan,negative
janggal,negative
jarah,negative
jarahan,negative
jeblok,negative
jebol,negative
jegal,negative
jelangkung,negative
jelantah,negative
jelek,negative
jemawa,negative
jengkel,negative
jenuh,negative
jerit,negative
jeritan,negative
jiplak,negative
jiplakan,negative
joki,negative
jongos,negative
jontor,negative
jorok,negative
jotos,negative
judes,negative
judi,negative
justru,negative
kabur,negative
kacau,negative
kacau balau,negative
kacau-balau,negative
kacung,negative
kadaluarsa,negative
kadaluwarsa,negative
kafir,negative
kagok,negative
kaku,negative
kalah,negative
kalang kabut,negative
kalap,negative
kalau tidak,negative
kalibut,negative
kalicau,negative
kalut,negative
kambing hitam,negative
kambuh,negative
kambuhan,negative
kandas,negative
kanibal,negative
kanibalisme,negative
kapitalis,negative
karam,negative
karsinogen,negative
karsinogenik,negative
kartu kuning,negative
kartu merah,negative
karusi,negative
karut,negative
karut-marut,negative
kasak-kusuk,negative
kasar,negative
kasus,negative
katastrofe,negative
kebakaran,negative
kebandelan,negative
kebangetan,negative
kebangkrutan,negative
kebanjiran,negative
keberatan,negative
kebiadaban,negative
kebinasaan,negative
kebiri,negative
keblinger,negative
kebobolan,negative
kebobrokan,negative
kebocoran,negative
kebodohan,negative
kebohongan,negative
keborosan,negative
kebuntuan,negative
keburu,negative
keburukan,negative
kebusukan,negative
kebut-kebutan,negative
kebuyaran,negative
kecam,negative
kecaman,negative
kecamuk,negative
kecanggungan,negative
kecapean,negative
kecapekan,negative
kecelakaan,negative
kecemasan,negative
kecemburuan,negative
kecengengan,negative
keceplosan,negative
kecerewetan,negative
kecerobohan,negative
kecewa,negative
kecil hati,negative
kecoh,negative
kecolongan,negative
kecongkakan,negative
kecopetan,negative
keculasan,negative
kecurangan,negative
kecurian,negative
kecurigaan,negative
kedaifan,negative
kedaluarsa,negative
keder,negative
kedhaifan,negative
kedhaliman,negative
kedholiman,negative
kediktatoran,negative
kedok,negative
kedunguan,negative
kedurhakaan,negative
kedurjanaan,negative
kedzaliman,negative
keedanan,negative
keegoisan,negative
keekstreman,negative
keekstriman,negative
keemohan,negative
keengganan,negative
kefakiran,negative
kefanaan,negative
kefanatikan,negative
kefasikan,negative
kefatalan,negative
kefrsutasian,negative
kegaduhan,negative
kegagalan,negative
kegalauan,negative
keganasan,negative
keganjilan,negative
kegawatan,negative
kegelisahan,negative
kegentingan,negative
kegeraman,negative
kegersangan,negative
kegilaan,negative
kegoblokan,negative
kegugupan,negative
keguguran,negative
kegulanaan,negative
kegundahan,negative
kegusaran,negative
kehabisan,negative
kehampaan,negative
kehancuran,negative
kehilangan,negative
kehinaan,negative
keingkaran,negative
kejahatan,negative
kejalangan,negative
kejam,negative
kejelekan,negative
kejengkelan,negative
keji,negative
kejorokan,negative
kekafiran,negative
kekalahan,negative
kekalapan,negative
kekalutan,negative
kekanak-kanakan,negative
kekang,negative
kekangan,negative
kekecewaan,negative
kekejaman,negative
kekejian,negative
kekeliruan,negative
kekerasan,negative
kekeringan,negative
kekeruhan,negative
kekesalan,negative
kekhawatiran,negative
kekhilafan,negative
kekikiran,negative
kekisruhan,negative
kekotoran,negative
kekufuran,negative
kelabakan,negative
kelabu,negative
kelahi,negative
kelainan,negative
kelaknatan,negative
kelalaian,negative
kelambanan,negative
kelambatan,negative
kelancangan,negative
kelaparan,negative
kelayapan,negative
kelelahan,negative
kelemahan,negative
kelengahan,negative
kelepasan,negative
kelesuan,negative
keletihan,negative
kelewat batas,negative
kelewatan,negative
keliaran,negative
kelicikan,negative
kelimbungan,negative
kelimpungan,negative
kelinglungan,negative
keliru,negative
keloyoan,negative
kelu,negative
keluh,negative
keluhan,negative
kelumpuhan,negative
kelupaan,negative
keluyuran,negative
kemaksiatan,negative
kemalingan,negative
kemarahan,negative
kematian,negative
kemelaratan,negative
kemelut,negative
kemerosotan,negative
kemesuman,negative
kemiskinan,negative
kemplang,negative
kemplangan,negative
kemunafikan,negative
kemunduran,negative
kemungkaran,negative
kemuraman,negative
kemurkaan,negative
kemurtadan,negative
